,iso,year,value
1202,TLS,2007,
1203,GUM,2007,
1204,SSD,2007,
1205,FJI,2007,
1206,UMC,2007,
1207,TCA,2007,
1208,OEC,2007,
1209,SUR,2007,
1210,IRQ,2007,
1211,ARM,2007,
1212,RWA,2007,
1213,EUU,2007,
1214,LMY,2007,
1215,BTN,2007,
1216,NER,2007,
1217,ARB,2007,
1218,,2007,
1219,KIR,2007,
1220,HTI,2007,
1221,LSO,2007,
1222,OED,2007,
1223,PSE,2007,
1224,BEN,2007,
1225,HKG,2007,
1226,GRD,2007,
1227,LIE,2007,
1228,PSS,2007,
1229,ECS,2007,
1230,SSA,2007,
1231,BHS,2007,
1232,WSM,2007,
1233,HPC,2007,
1234,PRK,2007,
1235,LAC,2007,
1236,SDN,2007,
1237,BLZ,2007,
1238,GUY,2007,
1239,LBR,2007,
1240,IND,2008,7.99
1241,UGA,2008,6.74
1242,KEN,2008,6.7
1243,MWI,2008,6.08
1244,TZA,2008,6.97
1245,EGY,2008,5.29
1246,MDG,2008,5.84
1247,ZMB,2008,5.0
1248,SEN,2008,5.76
1249,PHL,2008,5.08
1250,MLI,2008,5.0
1251,GTM,2008,5.26
1252,TUR,2008,4.73
1253,KGZ,2008,4.67
1254,IDN,2008,5.44
1255,PAK,2008,5.14
1256,ZWE,2008,5.8
1257,VNM,2008,4.66
1258,MYS,2008,4.38
1259,THA,2008,4.48
1260,JOR,2008,4.94
1261,MOZ,2008,4.46
1262,CHN,2008,5.01
1263,GHA,2008,4.31
1264,YEM,2008,4.53
1265,MEX,2008,4.35
1266,ETH,2008,5.06
1267,ISR,2008,4.26
1268,TUN,2008,3.66
1269,GIN,2008,4.52
1270,CIV,2008,3.96
1271,HND,2008,3.7
1272,BLR,2008,3.4
1273,LBN,2008,4.2
1274,SRB,2008,3.9
1275,KOR,2008,3.49
1276,AGO,2008,2.91
1277,SVK,2008,3.38
1278,ROM,2008,3.46
1279,UKR,2008,3.55
1280,BIH,2008,3.46
1281,CHE,2008,2.94
1282,BRA,2008,4.07
1283,UZB,2008,3.83
1284,ESP,2008,3.01
1285,KHM,2008,3.02
1286,PRY,2008,3.56
1287,SLV,2008,3.38
1288,PRT,2008,3.04
1289,BGR,2008,3.22
1290,CMR,2008,3.89
1291,NGA,2008,3.41
1292,MAR,2008,2.95
1293,POL,2008,3.28
1294,LKA,2008,3.46
1295,TJK,2008,3.61
1296,GBR,2008,2.94
1297,MRT,2008,3.31
1298,HUN,2008,3.32
1299,COL,2008,4.06
1300,COG,2008,2.98
1301,BGD,2008,3.31
1302,EST,2008,3.21
1303,PNG,2008,3.3
1304,LAO,2008,3.52
1305,SVN,2008,2.86
1306,HRV,2008,3.01
1307,FIN,2008,3.13
1308,NAM,2008,3.26
1309,GRC,2008,3.14
1310,DOM,2008,3.21
1311,IRL,2008,3.04
1312,NIC,2008,3.17
1313,CAN,2008,3.0
1314,CZE,2008,2.74
1315,ARG,2008,3.33
1316,LVA,2008,3.0
1317,BOL,2008,3.37
1318,ZAF,2008,3.13
1319,CRI,2008,3.16
1320,LTU,2008,2.85
1321,NLD,2008,2.49
1322,MNG,2008,2.7
1323,PER,2008,2.8
1324,MDA,2008,2.69
1325,BEL,2008,2.54
1326,DNK,2008,2.48
1327,SAU,2008,1.72
1328,SWE,2008,2.68
1329,ARE,2008,1.98
1330,MKD,2008,2.19
1331,RUS,2008,2.22
1332,URY,2008,2.61
1333,FRA,2008,1.97
1334,MUS,2008,2.02
1335,DZA,2008,1.65
1336,JPN,2008,2.41
1337,ECU,2008,2.06
1338,OMN,2008,1.77
1339,KAZ,2008,2.47
1340,USA,2008,1.81
1341,JAM,2008,1.77
1342,CHL,2008,2.07
1343,NZL,2008,2.55
1344,IRN,2008,1.5
1345,VEN,2008,1.81
1346,ALB,2008,3.88
1347,GEO,2008,1.6
1348,KWT,2008,1.09
1349,GAB,2008,2.26
1350,ITA,2008,1.1
1351,NOR,2008,1.27
1352,AUT,2008,1.24
1353,TKM,2008,1.84
1354,BWA,2008,2.15
1355,AZE,2008,1.66
1356,QAT,2008,1.0
1357,AUS,2008,1.57
1358,CUB,2008,1.02
1359,LBY,2008,0.57
1360,TTO,2008,0.16
1361,DEU,2008,-1.61
1362,KNA,2008,
1363,SST,2008,
1364,IMN,2008,
1365,BMU,2008,
1366,FSM,2008,
1367,SYR,2008,
1368,LCN,2008,
1369,SSF,2008,
1370,CPV,2008,
1371,ECA,2008,
1372,ISL,2008,
1373,BFA,2008,
1374,TGO,2008,
1375,MCO,2008,
1376,PYF,2008,
1377,ERI,2008,
1378,LIC,2008,
1379,SLB,2008,
1380,CYP,2008,
1381,SOM,2008,
1382,NCL,2008,
1383,MNP,2008,
1384,GMB,2008,
1385,ABW,2008,
1386,SAS,2008,
1387,COM,2008,
1388,SGP,2008,
1389,GNB,2008,
1390,TON,2008,
1391,GRL,2008,
1392,SWZ,2008,
1393,SYC,2008,
1394,EAP,2008,
1395,MNA,2008,
1396,OSS,2008,
1397,BRN,2008,
1398,MLT,2008,
1399,CAF,2008,
1400,ASM,2008,
1401,TUV,2008,
1402,NOC,2008,
1403,EMU,2008,
1404,LMC,2008,
1405,AND,2008,
1406,HIC,2008,
1407,CSS,2008,
1408,SXM,2008,
1409,LCA,2008,
1410,FCS,2008,
1411,CEB,2008,
1412,DJI,2008,
1413,NPL,2008,
1414,PAN,2008,
1415,MAC,2008,
1416,MHL,2008,
1417,PRI,2008,
1418,STP,2008,
1419,SLE,2008,
1420,DMA,2008,
1421,PLW,2008,
1422,VCT,2008,
1423,CYM,2008,
1424,BDI,2008,
1425,LDC,2008,
1426,VUT,2008,
1427,MEA,2008,
1428,MDV,2008,
1429,FRO,2008,
1430,ATG,2008,
1431,INX,2008,
1432,MAF,2008,
1433,NAC,2008,
1434,MIC,2008,
1435,MMR,2008,
1436,TCD,2008,
1437,CUW,2008,
1438,MNE,2008,
1439,COD,2008,
1440,EAS,2008,
1441,WLD,2008,
1442,AFG,2008,
1443,BRB,2008,
1444,GNQ,2008,
1445,CHI,2008,
1446,BHR,2008,
1447,SMR,2008,
1448,VIR,2008,
1449,LUX,2008,
1450,TLS,2008,
1451,GUM,2008,
1452,SSD,2008,
1453,FJI,2008,
1454,UMC,2008,
1455,TCA,2008,
1456,OEC,2008,
1457,SUR,2008,
1458,IRQ,2008,
1459,ARM,2008,
1460,RWA,2008,
1461,EUU,2008,
1462,LMY,2008,
1463,BTN,2008,
1464,NER,2008,
1465,ARB,2008,
1466,,2008,
1467,KIR,2008,
1468,HTI,2008,
1469,LSO,2008,
1470,OED,2008,
1471,PSE,2008,
1472,BEN,2008,
1473,HKG,2008,
1474,GRD,2008,
1475,LIE,2008,
1476,PSS,2008,
1477,ECS,2008,
1478,SSA,2008,
1479,BHS,2008,
1480,WSM,2008,
1481,HPC,2008,
1482,PRK,2008,
1483,LAC,2008,
1484,SDN,2008,
1485,BLZ,2008,
1486,GUY,2008,
1487,LBR,2008,
1488,IND,2009,7.67
1489,UGA,2009,6.84
1490,KEN,2009,6.89
1491,MWI,2009,5.55
1492,TZA,2009,6.86
1493,EGY,2009,5.66
1494,MDG,2009,5.93
1495,ZMB,2009,5.07
1496,SEN,2009,5.31
1497,PHL,2009,5.03
1498,MLI,2009,5.37
1499,GTM,2009,5.04
1500,TUR,2009,4.98
1501,KGZ,2009,4.62
1502,IDN,2009,5.3
1503,PAK,2009,5.09
1504,ZWE,2009,5.16
1505,VNM,2009,4.55
1506,MYS,2009,4.3
1507,THA,2009,4.53
1508,JOR,2009,4.83
1509,MOZ,2009,4.91
1510,CHN,2009,4.94
1511,GHA,2009,4.27
1512,YEM,2009,4.58
1513,MEX,2009,4.32
1514,ETH,2009,5.25
1515,ISR,2009,4.22
1516,TUN,2009,4.07
1517,GIN,2009,4.3
1518,CIV,2009,3.87
1519,HND,2009,3.81
1520,BLR,2009,3.63
1521,LBN,2009,3.91
1522,SRB,2009,3.78
1523,KOR,2009,3.59
1524,AGO,2009,2.63
1525,SVK,2009,3.42
1526,ROM,2009,3.27
1527,UKR,2009,3.7
1528,BIH,2009,3.37
1529,CHE,2009,3.12
1530,BRA,2009,3.95
1531,UZB,2009,3.68
1532,ESP,2009,2.91
1533,KHM,2009,2.99
1534,PRY,2009,3.61
1535,SLV,2009,3.07
1536,PRT,2009,3.06
1537,BGR,2009,3.08
1538,CMR,2009,3.86
1539,NGA,2009,3.54
1540,MAR,2009,3.24
1541,POL,2009,3.09
1542,LKA,2009,3.12
1543,TJK,2009,3.47
1544,GBR,2009,3.05
1545,MRT,2009,3.48
1546,HUN,2009,3.4
1547,COL,2009,4.05
1548,COG,2009,2.84
1549,BGD,2009,3.11
1550,EST,2009,3.16
1551,PNG,2009,3.07
1552,LAO,2009,3.3
1553,SVN,2009,3.04
1554,HRV,2009,2.92
1555,FIN,2009,3.24
1556,NAM,2009,3.46
1557,GRC,2009,3.0
1558,DOM,2009,3.1
1559,IRL,2009,3.09
1560,NIC,2009,3.12
1561,CAN,2009,3.17
1562,CZE,2009,2.79
1563,ARG,2009,3.48
1564,LVA,2009,2.99
1565,BOL,2009,3.21
1566,ZAF,2009,3.46
1567,CRI,2009,2.91
1568,LTU,2009,2.88
1569,NLD,2009,2.42
1570,MNG,2009,3.08
1571,PER,2009,2.69
1572,MDA,2009,2.91
1573,BEL,2009,2.37
1574,DNK,2009,2.52
1575,SAU,2009,2.78
1576,SWE,2009,2.51
1577,ARE,2009,2.56
1578,MKD,2009,2.29
1579,RUS,2009,2.19
1580,URY,2009,2.5
1581,FRA,2009,2.2
1582,MUS,2009,2.05
1583,DZA,2009,2.26
1584,JPN,2009,2.09
1585,ECU,2009,2.13
1586,OMN,2009,2.01
